volume	file	line	family	classification	consumers	original_comment	action
V	books/vol05_commutative_algebra/chapters/ch21_valuation_rings/chapter.tex	41	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% BEGIN VOL05-EXPANSION V21-example-02	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch21_valuation_rings/chapter.tex	45	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% END VOL05-EXPANSION V21-example-02	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch21_valuation_rings/chapter.tex	52	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% BEGIN VOL05-EXPANSION V21-example-03	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch21_valuation_rings/chapter.tex	56	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% END VOL05-EXPANSION V21-example-03	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch21_valuation_rings/chapter.tex	275	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% BEGIN VOL05-EXPANSION V21-exercises-01	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch21_valuation_rings/chapter.tex	449	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% END VOL05-EXPANSION V21-exercises-01	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch22_chain_complexes/chapter.tex	27	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% BEGIN VOL05-EXPANSION V22-example-01	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch22_chain_complexes/chapter.tex	31	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% END VOL05-EXPANSION V22-example-01	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch22_chain_complexes/chapter.tex	41	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% BEGIN VOL05-EXPANSION V22-example-02	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch22_chain_complexes/chapter.tex	45	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% END VOL05-EXPANSION V22-example-02	keep; active tooling references this marker family
V	books/vol05_commutative_algebra/chapters/ch22_chain_complexes/chapter.tex	52	VOL05-EXPANSION	ACTIVE_KEEP	scripts/volume05/audit_example_exercise_balance.py;scripts/volume05/audit_example_exercise_expansion.py;scripts/volume05/expansion_common.py	% BEGIN VOL05-EXPANSION V22-example-03	keep; active tooling references this marker family
